,doc_id,doc_title,book_link,generic_authors,coventry_authors,abstract,published_on,keywords
book_515,book_515,Is Domestic Stock Price Cointegrated with Exchange rate and Foreign Stock Price? Evidence from Malaysia,https://pureportal.coventry.ac.uk/en/publications/is-domestic-stock-price-cointegrated-with-exchange-rate-and-forei,"['Sarkar Kabir', ' Omar Bashar', ' Mansur Masih']",{'Sarkar Kabir': 'https://pureportal.coventry.ac.uk/en/persons/sarkar-kabir'},"The growth of the financial sector of an economy such as, the stock market is usually found to be highly correlated with the growth of the real sector of an economy. In this study, we make an attempt to investigate whether there is any significant relationship between the stock prices, macroeconomic variables and foreign stock prices in an economy. Using the Malaysian quarterly data from 1991-2010 and the time series techniques such as, cointegration, long run structural modeling, vector error correction, variance decompositions, impulse response functions, and persistence profile approaches, we evidence a significant statistical relationship existing between the Malaysian stock prices, exchange rate and foreign stock prices with the exchange rate being the most leading variable. We also found evidence of negative impact of the Asian Financial Crisis onMalaysian stock prices in the short run. The results appear to be plausible and contain strong policy implications.",2014,"['Domestic Stock Price', 'Foreign Stock Price', 'Exchange rate', 'Cointegration']"
book_516,book_516,Islamic Equity Indices: Insight and Comparison with Conventional Counterparts,https://pureportal.coventry.ac.uk/en/publications/islamic-equity-indices-insight-and-comparison-with-conventional-c,"['Sarkar Kabir', ' Abdelbari Khamlichi', ' Aurelie Sannajust']",{'Sarkar Kabir': 'https://pureportal.coventry.ac.uk/en/persons/sarkar-kabir'},"The principles of Islamic indices are similar to those of other ethical indices in terms of the screening process; both of them are also characterized by their short histories. So, after Islamic indices were introduced in the late nineties, many financial markets and index providers launched their own Islamic indices for investors looking for investment opportunities without compromising their beliefs. In terms of academic research, many papers have scrutinized this subject, but neither the over performance nor the underperformance of Islamic indices was able to win the researchers’ unanimous backing. The purpose of this paper is to provide an overview of Islamic equity indices. This will be done by a) studying the current status of this category of indices; b) analyzing the screening process and surveying current literature focusing on Islamic indices; and c) graphically comparing the evolution of major global Islamic indices with their benchmarks. Findings of the study suggested that in most of the cases, Islamic indices are moving almost together with their conventional counterpart (except a few cases) over the observation period.",5 May 2014,"['Islamic finance', 'Shariah', 'Equity indices', 'Screening process', 'Performance']"
book_517,book_517,Mergers and acquisitions and cash payments: Evidence from China,https://pureportal.coventry.ac.uk/en/publications/mergers-and-acquisitions-and-cash-payments-evidence-from-china,"['Christopher Muganhu', ' Jia Liu']",{},,2014,['No keywords']
book_518,book_518,"Perceptions among South African professional accounting students of self, job attractiveness and academic reputation",https://pureportal.coventry.ac.uk/en/publications/perceptions-among-south-african-professional-accounting-students-,"['Tasneem Joosub', ' E. Papageorgiou', ' C. Callaghan', ' D. Coldwell']",{},"Discussions around career pathways have gained momentum in the field of career development to assist young people in mapping out their career choices in order to achieve meaningful and productive futures. The purpose of the study was to empirically investigate third-year accounting students’ perceptions of the comparative worth and the utility of a career choice based on one of four accounting major subjects. The four compulsory subjects are offered on the professional degree to become a Chartered Accountant (CA) offered at the University of the Witwatersrand. The research design was descriptive and cross-sectional. Results were discussed in terms of existing theory, with both internal and external factors considered. Findings indicated that financial management accounting was the dominant career choice option, followed by taxation. The value of the study resides in the insights gained regarding the salience of various career perceptions among professional accounting students.",2014,"['Accounting careers', 'Auditing', 'Chartered Accountant', 'Financial accounting', 'Financial and management accounting', 'Information systems', 'Management', 'Student perceptions', 'Taxation', 'South Africa']"
book_519,book_519,Political uncertainty and stock market volatility in the Middle East and North African (MENA) countries,https://pureportal.coventry.ac.uk/en/publications/political-uncertainty-and-stock-market-volatility-in-the-middle-e-2,"['F. Chau', ' R. Deesomsak', ' Jun Wang']",{'Jun Wang': 'https://pureportal.coventry.ac.uk/en/persons/jun-wang'},"This paper examines the impact of political uncertainty (caused by the civil uprisings in the Arab World i.e., “Arab Spring”) on the volatility of major stock markets in the MENA region. Our main findings are as follows. First, by distinguishing between conventional and Islamic stock market indices, we find that these two groups of investments react heterogeneously to the recent political turmoil. Specifically, we document a significant increase in the volatility of Islamic indices during the period of political unrests whereas the uprisings have had little or no significant effect on the volatility in conventional markets. Such difference is confirmed by further analysis in a multivariate GARCH model. Second, regardless of its impact on volatility, there is little evidence to suggest that MENA markets have become more integrated with international markets after the political revolution. Third, similar results are not found for the benchmark indices which indicate that the changes are the result of political tensions. In general, these results are robust to model specification and consistent with the notion that political uncertainty contributes to financial volatility. Overall, the findings are important in understanding the role of political uncertainty on stock market stability and are of great significance to investors and market regulators.",5 Jan 2014,"['Arab spring', 'Political uncertainty', 'Stock market volatility', 'MENA countries']"
book_520,book_520,Residential Electricity Pricing in China,https://pureportal.coventry.ac.uk/en/publications/residential-electricity-pricing-in-china,"['Qiaoyuan Lin', ' Marian Rizov', ' Marie Wong']",{},"This article evaluates the new residential pricing system for electricity in China by examining price and income elasticity of demand by household type. We used pre-reform annual panel data for 29 provinces from 1998 to 2011, applyingfeasible generalized least squares models. The price and income elasticities for household sectors are –0.412, and 1.476 at the national level, –0.300 and 1.550 in urban areas, and –0.522 and 1.093 in rural areas. With regional effects, the priceand income elasticities are –0.146 and 1.286 for urban households in coastal provinces and –0.772 and 1.259 for urban households in inland provinces. The empirical results reveal that there is important heterogeneity in the responsivenessto electricity price changes by household income level and location.",2014,['No keywords']
book_521,book_521,Shari’ah compliance in Islamic banking: An empirical study on selected Islamic banks in Bangladesh,https://pureportal.coventry.ac.uk/en/publications/shariah-compliance-in-islamic-banking-an-empirical-study-on-selec,['Hafij Ullah'],{'Hafij Ullah': 'https://pureportal.coventry.ac.uk/en/persons/hafij-ullah'},"Purpose – The purpose of this paper is to evaluate the Shari’ah compliance status of the Islamic banks in Bangladesh.Design/methodology/approach – The research was based on both primary and secondary materials. The primary data were gathered through sample questionnaire survey and personal interviews by the researcher; the secondary data were obtained from Qur’an, Hadiths, different circulars/letters, manuals, research books and journals, annual reports, Web sites of the sample banks.Statistical tools and techniques like weighted average, percentage, SD, variance and correlation between Shari’ah violation score and bank-specific attributes were used applying statistical software Statistical Package for Social Science (version 17.0).Findings – Shari’ah compliance status of the Islamic banks in Bangladesh is in a vulnerable condition, Shari’ah compliance status highly varies among the Islamic banks, and Shari’ah violation is high in investing activities because of lack of knowledge, lack of sincerity in complying Shari’ah, poor attention in Shari’ah audit and Shari’ah research and lack of strong Shari’ah supervisory board comprising full-time skillful members.Practical implications – Among others, the major policy implications of this study are as follows: regulatory bodies and Shari’ah board members are expected to have guidelines from this study to find their limitations and to determine their future responsibilities; executives and Employees are expected to get the idea of present state of Shari’ah compliance and to identify their weaknesses in this regard; clients and other stakeholders are expected to have guidelines to choose the better Islamic banks to perform banking transactions; and the researchers in Islamic banking may usefully use the issues raised in this article for more comprehensive studies in Islamic banking and Shari’ah compliance.Originality/value – The paper opens a new avenue in justifying the status of Shari’ah compliance with a new dataset and correlating Shari’ah violation score with bank-specific attributes.",15 Mar 2014,"['Bangladesh', 'Islamic Banking', 'Shariah compliance', 'Shariah violation']"
book_522,book_522,Social interaction,https://pureportal.coventry.ac.uk/en/publications/social-interaction,"['Yu Wang', ' Joan Swann']",{'Yu Wang': 'https://pureportal.coventry.ac.uk/en/persons/tori-wang'},,2014,"['Humour', 'Pragmatics', 'Social interaction', 'Discourse Analysis']"
book_523,book_523,Stock liquidity and capital allocation efficiency: Evidence from Chinese listed companies,https://pureportal.coventry.ac.uk/en/publications/stock-liquidity-and-capital-allocation-efficiency-evidence-from-c,"['Larry Su', ' Jaicai Xiong']",{},"Based on market microstructure theories and evidence, this paper investigates the relationship between stock liquidity and capital allocation efficiency using Chinese listed companies from 1998 to 2011. This paper finds that stock liquidity helps improve investment efficiency, mitigating both overinvestment and underinvestment. This finding is robust to numerous sensitivity analyses, including controls for endogeneity and for the other known determinants of investment efficiency, the choice of the measure of stock liquidity and investment efficiency. Further analysis shows that stock liquidity improves corporate capital allocation efficiency by reducing agency costs and increasing the information content of share prices.",2014,"['capital allocation efficiency', 'market microstructure', 'stock liquidity', 'overinvestment', 'underinvestment']"
book_524,book_524,Stock Price and Volume Effects Associated with Changes in the Composition of the FTSE Bursa Malaysian KLCI,https://pureportal.coventry.ac.uk/en/publications/stock-price-and-volume-effects-associated-with-changes-in-the-com,"['Alcino Azevedo', ' Mohamad Nazri Abd Karim', ' Andros Gregoriou', ' Mark Rhodes']",{'Mohamad Nazri Abd Karim': 'https://pureportal.coventry.ac.uk/en/persons/mohamad-nazri-abd-karim'},"We examine the stock price and volume effects of changes in the composition of the FTSE Bursa Malaysia Kuala Lumpur Composite Index (KLCI), over the time period of 2005 to 2012. We find evidence to support the price pressure hypothesis for both additions to and deletions from the KLCI. This is because substantial stock price and trading volume effects in the pre index revision period are entirely reversed after the announcement of the news. Significant changes in liquidity causes trading volume and stock prices to reverse back to their original level before the index revisions took place.",11 Feb 2014,"['Addition', ' Deletion', ' Index Revision', ' Price Effect', ' Liquidity Effect', ' Volume Effect']"
book_525,book_525,The determinants of capital structure: A comparison of financial and non-financial firms in a regulated developing country–Nigeria,https://pureportal.coventry.ac.uk/en/publications/the-determinants-of-capital-structure-a-comparison-of-financial-a,"['Isaiah Oino', ' Ben Ukaegbu']",{'Isaiah Oino': 'https://pureportal.coventry.ac.uk/en/persons/isaiah-oino'},"Purpose– The purpose of this paper is to investigate whether there are differences between the determinants of the capital structure in financial and manufacturing firms and also assess how the speed of adjustment differs.Design/methodology/approach– This study employed balanced panels data procedure using pooled ordinary least square, the random effects and fixed effects on manufacturing firms and banks that are listed on Nigeria Stock Exchange. The use of the three estimation method is in order to make a meaningful comparison between the models.Findings– The findings indicate that there are similarities and differences in the capital structure determinants on the two sets of firms: banks tend to be more leveraged when they are more profitable and manufacturing firms tend to be less leveraged when they are profitable. In addition, banks adjust their leverage faster at a speed of 69 per cent than manufacturing firms at 46 per cent. The study also shows that changes in the economy influence the capital structure of financial firms more than that of manufacturing firms.Research limitations/implications– The study only focused on one economy.Practical implications– As a result of 2008 global financial crisis, there has been intense debate on the significance of regulatory capital. The study demonstrate the need for regulatory capital in banks to be procyclical rather than being static.Originality/value– To the best of the knowledge, this is the first paper to empirically test how capital structure differ between banks and non-financial institutions.",26 Aug 2014,"[' Developing economies', 'Capital regulation', 'Capital structure determinants', 'Financial and non-financial firms']"
book_526,book_526,The impact of foreign bank entry on domestic banking in a developing country the Kenyan perspective,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-foreign-bank-entry-on-domestic-banking-in-a-develop,"['Isaiah Oino', ' Ben Ukaegbu']",{'Isaiah Oino': 'https://pureportal.coventry.ac.uk/en/persons/isaiah-oino'},"Using 19 banks level data from 2001 to 2009, the authors examine the penetration of foreign banks into Kenya and the impact on domestic banking operations. The authors find that the entry of foreign banks impacts the profitability of domestic banks negatively, but at the same time improves the efficiency of domestic banking including the reduction oflending rates. The result also shows that the entry of foreign banks’ entry improves credit access to all firms. Although, policy makers may encourage entry of foreign banks, one concern is this group of banks engages in cream-skimming behavior in the sense they tend to lend mostly to big and international corporations. This research also shows that theentry of foreign banks has a direct positive relationship with Tier 1 capital which enhances financial stability.",20 Jun 2014,"['Banking', 'Profitability', 'Competition', 'Developing economies']"
book_527,book_527,THE IMPACT OF THE HELLENIC OPEN UNIVERISTY ON REGIONAL DEVELOPMENT,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-the-hellenic-open-univeristy-on-regional-developmen-2,"['Agiomirgianakis G.', ' Dimitris Serenis', ' N. Tsounis']",{'Dimitris Serenis': 'https://pureportal.coventry.ac.uk/en/persons/dimitris-serenis'},No abstract available.,2014,['No keywords']
book_528,book_528,The macroeconomic and environmental determinants of private equity in emerging Asia market: The application of extreme bounds analysis,https://pureportal.coventry.ac.uk/en/publications/the-macroeconomic-and-environmental-determinants-of-private-equit,['Isaiah Oino'],{'Isaiah Oino': 'https://pureportal.coventry.ac.uk/en/persons/isaiah-oino'},"There is a great debate on the significance of the stable economic and well structure legal system on the commercialization, innovation and employment in modern economies. Private equity activities play a significant role in these three aspects. The purpose of this work is to investigate the macroeconomic and environmental determinants of private equity investment in nine major Asian countries. The estimations are based on a data set running from 2004 to 2013. Applying robustestimation techniques Extreme Bounds Analysis, this work identifies growth in domestic product growth, corporation tax rate, disclosure index and investors’ protection index as 'robust' set of determinants of private equity. Also, inflation, stock market value, property right index, legal costs, lending rate and time in days to start business as likely robust. The result suggests the need to enhance business confidence in the country not only through robust monetary and fiscal policy but also legal system.",30 Sep 2014,"[' Emerging markets', 'Private equity', 'Venture capital']"
book_529,book_529,"The Rate of Profit, Financialisation and Economic Growth: A theoretical and empirical investigation of the Nigerian Economy",https://pureportal.coventry.ac.uk/en/publications/the-rate-of-profit-financialisation-and-economic-growth-a-theoret,['Ejike Udeogu'],{'Ejike Udeogu': 'https://pureportal.coventry.ac.uk/en/persons/ejike-udeogu'},,2014,['No keywords']
book_530,book_530,"""Virtuous"" To ""Bad"" Cycles in the Finance-Growth Relationship",https://pureportal.coventry.ac.uk/en/publications/virtuous-to-bad-cycles-in-the-finance-growth-relationship,['Eliana Lauretta'],{'Eliana Lauretta': 'https://pureportal.coventry.ac.uk/en/persons/eliana-lauretta'},"This working paper has been presented at the 15th International Conference of the International Joseph A. Schumpeter (ISS), 27-30 July Jena (Germany).",2014,['No keywords']
book_531,book_531,‘I have no idea of British humour’: How 39 Chinese students accounted for their incomprehension of humour in British academic lectures,https://pureportal.coventry.ac.uk/en/publications/i-have-no-idea-of-british-humour-how-39-chinese-students-accounte,['Yu Wang'],{'Yu Wang': 'https://pureportal.coventry.ac.uk/en/persons/tori-wang'},"My research concerns Chinese students’ perceptions of humour in British academic lectures. It suggests that this neglected dimension of the experience of Chinese international students in Britain is significant for both their personal well-being and educational outcomes.In the course of my research, nine academic lectures with a total duration of 12 hours and 50 minutes were recorded in two university departments in England. Interviews and group discussions were conducted with 39 Chinese students who attended these lectures regarding potential humour they perceived in the lectures. The lecturers of these lectures were also interviewed. Data analysis shows that many of the Chinese participants encountered difficulty at various levels in understanding humour in the lectures. In many cases they attributed the lack of comprehension to their language problems in a conventional sense, e.g. in relation to vocabulary, speech speed and accents, but they seldom referred to difficulty caused by cultural allusions within the humour. Some participants claimed that ‘British humour’ was particularly perplexing, but there is recurring evidence in my data showing similarities between the lecturers’ and the Chinese participants’ humour, challenging the latter group’s accounts of the inherent difference between humour in the two cultures they represent.Various studies have reported a particular pattern of socialisation of Chinese students in the U.K.: Chinese students experience much less interaction with British people than they expect, and fall into the habit of stereotyping British people and themselves. In my study, the Chinese students’ discrimination between two national categories of humour may be seen as an example of this habit in action. In my presentation, I will argue that this habit presents clear dangers, and that the students’ tendency to stereotype and to auto-stereotype is an issue requiring further academic attention.",2014,"['Humour', 'Classroom discourse', 'Chinese students in the UK', 'Academic discourse']"
book_532,book_532,Accounting for corporate environmental responsibility in emerging economies: The study from Nigeria,https://pureportal.coventry.ac.uk/en/publications/accounting-for-corporate-environmental-responsibility-in-emerging,['Abdurafiu Noah'],{'Abdurafiu Noah': 'https://pureportal.coventry.ac.uk/en/persons/abdurafiu-noah'},,9 Apr 2013,['No keywords']
book_533,book_533,An Analysis of the Response to Corporate Unbundling Announcements on the Johannesburg Security Exchange,https://pureportal.coventry.ac.uk/en/publications/an-analysis-of-the-response-to-corporate-unbundling-announcements,"['Tasneem Joosub', ' David Coldwell', ' Jared Jordan']",{},"This research examines the effect of the announcement of corporate unbundling by South African corporations listed on the Johannesburg Securities Exchange. This research was carried out to update the literature and to analyze whether results confirm previous research done by Blount and Davidson (1996) or coincide with international trends, which displayed positive responses to unbundling announcements. The event study methodology was used for analyzing the market's reactions to corporate unbundling announcements. Abnormal returns were calculated using the market model approach with an event window of 10 days and an estimation window of 120 days. A sample of 27 corporations were analyzed in thisresearch during the observation period, from January 2002 to June 2011. Strong negative abnormal returns were observed as a result of the corporate unbundling announcement. This updates the literature and confirms Blount and Davidson's (1996) earlier research.",2013,['No keywords']
book_534,book_534,A prospect of making a difference? Management’s ethical freedom in corporate social responsibility utilizations:A conceptual model,https://pureportal.coventry.ac.uk/en/publications/a-prospect-of-making-a-difference-managements-ethical-freedom-in-,['Tasneem Joosub'],{},,2013,['No keywords']
book_535,book_535,"Armed Conflict, Terrorism, and the Allocation of Foreign Aid",https://pureportal.coventry.ac.uk/en/publications/armed-conflict-terrorism-and-the-allocation-of-foreign-aid,['Piotr Lis'],{'Piotr Lis': 'https://pureportal.coventry.ac.uk/en/persons/piotr-lis'},"Armed conflict and terrorism have damaging impacts on economic development through disruption of economic activity and trade and the destruction of resources, both human and capital. They can also have another indirect effect through their impact on aid, but the likely net effect is not obvious. The impact on the economy and polity may well discourage aid donors and lead to a reduction in aid. On the other hand donors may provide aid as a reimbursement for counter-terrorist efforts that benefit the donor country. This paper tries to identify the net effect using a panel of countries. It finds that armed conflict does have a large and negative effect on both multilateral and bilateral aid, but that bilateral donors also seem to turn a blind eye to violence in oil exporting countries. It also finds that while international terrorism tends to increase bilateral aid, bilateral donors seem indifferent to domestic terrorism. In contrast, multilateral aid is found not to react to international terrorism, but does react to its domestic terrorism.",2013,"['terrorism', 'armed conflict', 'development aid']"
book_536,book_536,Do company directors underestimate the adoption of corporate governance provisions? A survey approach.,https://pureportal.coventry.ac.uk/en/publications/do-company-directors-underestimate-the-adoption-of-corporate-gove,"['Andrews Owusu', ' Charlie Weir']",{},"This paper examines whether company directors underestimate the adoption of corporate governance provisions within Ghanaian listed firms. Using a survey approach, the respondents, who were company executives and non-executive directors with knowledge of the Ghanaian Code and its provisions, regard the code as a benchmark for good corporate governance practices within Ghanaian listed firms. They also report some improvement in the standard of corporate governance in their companies since the introduction of the Code. Many of the company directors indicated their preparedness to comply with further corporate governance requirements, such as the adoption of a formal nomination committee something not been currently included in the Ghanaian Code. However, the directors noted that they receive inadequate support from the regulatory and institutional bodies for the implementation of the Ghanaian Code provisions. Many of the directors also supported the review of the Ghanaian Code by an independent committee. With regard to the adoption of the Ghanaian Code and its influence on firm performance, the respondents indicated that the adoption of the specific governance provisions in the area of chief executive officer (CEO)/chairman roles separation, having a balance of executive and non-executive directors on the board, the establishment of audit and remuneration committees, and the full adoption of the Ghanaian Code provisions were all influential in determining firm performance. They, however, did not support the adoption of the board size provision as influential to firm performance. This raises questions about the usefulness of the range of board size as recommended by the Ghanaian Code.",30 Nov 2013,"['agency theory', 'corporate governance', 'firm performance']"
book_537,book_537,"Dono, Mercati e Innovazione: la virtù di una sana crescita economica",https://pureportal.coventry.ac.uk/en/publications/dono-mercati-e-innovazione-la-virt%C3%B9-di-una-sana-crescita-economic,['Eliana Lauretta'],{'Eliana Lauretta': 'https://pureportal.coventry.ac.uk/en/persons/eliana-lauretta'},,2013,['No keywords']
book_538,book_538,Ensuring sustainable corporate governance and financial reporting: essential tools for improved user confidence,https://pureportal.coventry.ac.uk/en/publications/ensuring-sustainable-corporate-governance-and-financial-reporting,"['Abdurafiu Noah', ' Rotimi Oladele']",{'Abdurafiu Noah': 'https://pureportal.coventry.ac.uk/en/persons/abdurafiu-noah'},,1 Jan 2013,['No keywords']
book_539,book_539,Evaluating Public Confidence in Policing Services; A New Decision Support Tool,https://pureportal.coventry.ac.uk/en/publications/evaluating-public-confidence-in-policing-services-a-new-decision-,['Baseerit Nissah'],{},"This paper presents a case study in an area of great social and political concern, Derry/ Londonderry, in the Foyle District area in Northern Ireland, UK, with a view to gathering new insights and improved information sharing and processing of the general public’s confidence in policing services. We study the level of satisfaction and confidence in policing in the Derry~Londonderry region in collaboration with the Derry District Policing Partnership (DDPP).  This study is part of the VoiceYourView (vYv) project which aims to develop new technology that allows the general public to express their perceptions of safety in public spaces wherever and whenever they want in real time. These comments will be used to improve the safety of public space designs. We develop a new decision support tool applicable to a wide range of activities wherever feedback on service delivery is important; to enhance business decisions, processes and activities in a customer focused way. ",2013,"['Digital technology', 'crime perception maps', 'Bloody Sunday']"
book_540,book_540,Finance and Growth: Understanding the Switch from “Virtuous” To “Bad” Cycles in the Finance-Growth Relationship,https://pureportal.coventry.ac.uk/en/publications/finance-and-growth-understanding-the-switch-from-virtuous-to-bad-,['Eliana Lauretta'],{'Eliana Lauretta': 'https://pureportal.coventry.ac.uk/en/persons/eliana-lauretta'},"this working paper has been presented at the following conferences:- 18th Annual Workshop on the Economic Science with Heterogeneous Interacting Agents (WEHIA), Reykjavik University, 20th – 22nd June 2013, Reykjavik, Iceland.- 25th annual EAEPE conference, Université Paris Nord 13, Campus of Bobigny, 7-9 November 2013, Paris (France).- New Economic Thinking for an Evolving Financial System, 1-2 November 2014, De Nederlandsche Bank, Amsterdam (Netherland).- ­Warwick Summer Workshop in Economic Growth, 7th -11th July 2014, Department of Economics and CAGE, University of Warwick, Warwick (UK).",2013,['No keywords']
book_541,book_541,International Portfolio Diversification and the 2007 Financial Crisis,https://pureportal.coventry.ac.uk/en/publications/international-portfolio-diversification-and-the-2007-financial-cr,"['Jacek Niklewski', ' Timothy Rodgers']",{},"By diversifying stock selection on an international basis, portfolio managers hope to improve the trade-off between risk and reward through a reduction in within-portfolio correlation levels. Although the benefits of this procedure can be considerable, the process of stock selection is not always clear cut. It was argued more than twenty years ago by French and Poterba (1991) that behavioral factors, such as biases in investor expectations, can lead to under-diversification in the international dimension. Portfolio managers wanting to optimize their stock selection can now be seen to face another important issue; namely, whether or not financial crisis results in significant long-term permanent changes in between-market correlation levels.",2013,"['Financial crisis', 'Portfolio selection', 'Structural change', 'Correlation dynamics', 'GARCH']"
book_542,book_542,Mimetic isomorphism and decoupling: Legitimacy theory as an explanation for Matric pass rates.,https://pureportal.coventry.ac.uk/en/publications/mimetic-isomorphism-and-decoupling-legitimacy-theory-as-an-explan,['Tasneem Joosub'],{},,2013,['No keywords']
book_543,book_543,Modelling Long-run Money Demand: A Panel Data Analysis on Nine Developed Economies,https://pureportal.coventry.ac.uk/en/publications/modelling-long-run-money-demand-a-panel-data-analysis-on-nine-dev,"['Pasquale Foresti', ' Oreste Napolitano']",{},"In this article, we investigate the presence of a long-run money demand in a selected group of nine developed OECD countries (G7 plus Australia and Switzerland). Our estimations are based on panel DOLS and between-dimension group-mean panel DOLS introduced by Mark and Sul (2003) and Pedroni (2001), respectively. We employ income and wealth as alternative scale variables to model two money demand functions using quarterly data for the period 1982 to 2008. Our results highlight the role of total wealth in the determination of money demand with a positive elasticity. Moreover, a parameter stability analysis suggests that estimated money demand with the inclusion of wealth is more stable.",2013,"['Money demand', 'Wealth', 'Panel DOLS', 'Panel cointegration']"
book_544,book_544,On the prisoner's dilemma in R&D with input spillovers and incentives for R&D cooperation,https://pureportal.coventry.ac.uk/en/publications/on-the-prisoners-dilemma-in-rampd-with-input-spillovers-and-incen,"['C. Burr', ' M. Knauff', ' A. Stepanova']",{},"This paper considers a standard model of strategic R&D with spillovers in R&D inputs, and extends the result that duopoly firms engaged in a standard two-stage game of R&D and Cournot competition end up in a prisoner’s dilemma situation for their R&D decisions, whenever spillover effects and R&D costs are relatively low. In terms of social welfare, this prisoner’s dilemma always works to the advantage of both consumers and society. This result allows a novel and
enlightening perspective on some issues of substantial interest in the innovation literature. In particular, the incentive firms face towards R&D cooperation in the form of an R&D cartel is shown to be maximal for the case of zero spillovers, which is when the prisoner’s dilemma has the largest scope.
",Nov 2013,['No keywords']
book_545,book_545,Policy proposal on Finance and Growth Relationship: Understanding the switch from ‘Virtuous’ to ‘Bad’ Cycles,https://pureportal.coventry.ac.uk/en/publications/policy-proposal-on-finance-and-growth-relationship-understanding-,['Eliana Lauretta'],{'Eliana Lauretta': 'https://pureportal.coventry.ac.uk/en/persons/eliana-lauretta'},,2013,['No keywords']
book_546,book_546,Presentation in the international workshop on economic sciences with heterogeneous interacting agents (WEHIA),https://pureportal.coventry.ac.uk/en/publications/presentation-in-the-international-workshop-on-economic-sciences-w,['Eliana Lauretta'],{'Eliana Lauretta': 'https://pureportal.coventry.ac.uk/en/persons/eliana-lauretta'},,23 Jun 2013,['No keywords']
book_547,book_547,Protection of [Dis] Information Bill,https://pureportal.coventry.ac.uk/en/publications/protection-of-dis-information-bill,"['Tasneem Joosub', ' W. Maroun']",{},"Regulatory developments are frequently affected by unintended consequences that may detract from the original intention of the respective law-makers. For example, the enactment of The Sarbanes Oxley Act (2002), while purportedly aimed at improving audit and statutory reporting quality, has been marred by a series of unexpected shortcomings that have undermined the original intention of the legislators. This research uses a discursive critical style to explore possible tensions between current audit practice and the Protection of Information Bill (2011) as a South Africa-specific example of unforeseen implications of proposed legislation. At the same time, the research points to the relevance of political power when examining policy developments in a modern or post-modern society.",2013,"['Audit', 'Information Bill', 'Legislators', 'Political', 'Regulatory and Sarbanes Oxley Act']"
book_548,book_548,State ownership and firm performance: Empirical evidence from Chinese listed companies,https://pureportal.coventry.ac.uk/en/publications/state-ownership-and-firm-performance-empirical-evidence-from-chin-2,['Mei Yu'],{'Mei Yu': 'https://pureportal.coventry.ac.uk/en/persons/mei-yu'},"While the relationship between state ownership and firm performance has been widely researched, the empirical evidence has provided mixed results. This study applies panel data regression techniques to 10,639 firm-year observations of non-financial Chinese listed firms during 2003–2010 to examine the relationship between state ownership and firm performance. The results show that state ownership has a U-shaped relationship with firm performance. The Split Share Structure Reform in 2005–2006 played a positive role in enhancing the relationship between state ownership and firm profitability ratios. Although state ownership decreased significantly after 2006, it remains high in strategically important industry sectors such as the oil, natural gas and mining sector and the publishing, broadcasting and media sector. The findings reveal that a higher level of state ownership is superior to a dispersed ownership structure due to the benefits of government support and political connections. The Split Share Structure Reform made previously non-tradable shares legally tradable, improving corporate governance and reducing the negative effect of non-tradable state shares.

Publisher statement: This is an Open Access report distributed under the terms of the Creative Commons Attribution Non-Commercial No Derivatives License (http://creativecommons.org/licenses/by-nc-nd/3.0/), which permits users to copy, distribute and transmit the work for non-commercial purposes providing it is properly cited.",2013,"['state ownership', 'firm performance', 'split share structure reform', 'China']"
book_549,book_549,The effects of strikes in the South African gold mining industry on shareholder value,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-strikes-in-the-south-african-gold-mining-industry-,['Tasneem Joosub'],{},"The recent spate of strikes in the mining sector in South Africa has created a perceived nervousness amongst shareholders. Within the mining sector in South Africa, gold mining is of significance historically and economically. This study aims to assess the impact of strikes on shareholder value in the gold mining industry during the period beginning January 2007 and December 2012, and uses the popular event study methodology developed by Ball and Brown (1968). The effect of the announcement and duration of the strike on the share price was tested. Significant negative cumulative abnormal returns were observed during the announcement of the strike. The impact of the announcement of protected strikes compared to unprotected strikes on the share price was compared. Although both types of strikes had a negative impact on shareholder value, an unprotected strike had less of an impact on shareholder value compared to a protected strike. This observation is of particular significance given the recent increase in unprotected strikes. Strikes with a duration of 15 days or longer resulted in smaller negative cumulative abnormal returns as opposed to strikes which lasted for less than 15 days.",19 Jul 2013,['No keywords']
book_550,book_550,"The Good, the bad and the ugly: Does attending accounting lectures affect academic performance?.",https://pureportal.coventry.ac.uk/en/publications/the-good-the-bad-and-the-ugly-does-attending-accounting-lectures-,['Tasneem Joosub'],{},,2013,['No keywords']
book_551,book_551,Türkiye'de sanayileşmenin bir bileşeni olarak doğrudan yabancı yatırım ve dış ticaret ilişkisi,https://pureportal.coventry.ac.uk/en/publications/the-relationship-between-foreign-direct-investment-and-internatio,['Mehtap Hisarciklilar'],{'Mehtap Hisarciklilar': 'https://pureportal.coventry.ac.uk/en/persons/mehtap-hisarciklilar'},,2013,['No keywords']
book_552,book_552,Values constraints to knowledge and learning as research productivity:  an exploratory study of university academics,https://pureportal.coventry.ac.uk/en/publications/values-constraints-to-knowledge-and-learning-as-research-producti,['Tasneem Joosub'],{},,2013,['No keywords']
book_553,book_553,Video Recorded Lectures Enhancing the Student Learning Experience,https://pureportal.coventry.ac.uk/en/publications/video-recorded-lectures-enhancing-the-student-learning-experience,['Aqsa Aziz'],{},,2013,['No keywords']
